"","rest_id","rest_name","area","orders","Locality","area_code","cuisine","cft","LatLong","cluster","week"
"23.1358",14131,"Keventers","Kaushambi",275,"Karkardooma Community Centre",324,"Beverages","> 250 & <= 500","28.6478403,77.30198819999998","2",3
"23.4245",28668,"Momoholic","Kaushambi",4,"Karkardooma",324,"Chinese","<= 250","28.648801803588867,77.30220794677734","2",3
"33.1961",18220,"Dragon Noodles","Kaushambi",97,"Gaur Gravity Heights",324,"Chinese","> 250 & <= 500","28.64660531668435,77.34016844418034","3",3
"33.1974",18242,"Fresh N Tasty","Kaushambi",8,"Supertech 4",324,"North Indian,Chinese","> 250 & <= 500","28.646596,77.34060099999999","3",3
"33.1981",18252,"Chawla's 2","Kaushambi",57,"Mahalaxmi Metro Tower",324,"North Indian,Chinese","> 2500","28.647180887716466,77.33681583432394","3",3
"33.2199",19211,"Cafe Youth","Kaushambi",78,"Vaishali",324,"Fast Food","<= 250","28.6357671,77.33486479999999","3",3
"33.2671",21117,"Nazeer Foods","Kaushambi",136,"Vaishali",324,"Mughlai","> 2500","28.64460829002476,77.33878379294822","3",3
"33.3117",23009,"Goli Vada Pav","Kaushambi",116,"Near Shopprix mall",324,"Street Food","<= 250","28.6430375561008,77.34032886306","3",3
"33.3508",24838,"Subway","Kaushambi",133,"Vaishali",324,"American","> 250 & <= 500","28.640263,77.342986","3",3
"43.1951",18192,"Maini's Green Leaf","Kaushambi",36,"Kaushambi Metor Station",324,"North Indian,Chinese,Italian","> 2500","28.6455788,77.32432100000005","4",3
"43.1952",18193,"Suruchi","Kaushambi",21,"Pacific Mall",324,"North Indian,Rajasthani,Gujarati","> 2500","28.6463404,77.32005809999998","4",3
"43.2046",18522,"Mad Over Donuts","Kaushambi",26,"Mahagun Metro Mall",324,"Desserts","> 250 & <= 500","28.644747,77.33565299999998","4",3
"43.2129",18930,"Mr. Brown","Kaushambi",95,"Kaushambi",324,"Bakery","<= 250","28.6454612,77.32448099999999","4",3
"43.2216",19238,"Gelato Vinto","Kaushambi",8,"Pacific Mall, Sahibabad",324,"Desserts,Ice Cream","<= 250","28.646567,77.32006000000001","4",3
"43.2706",21291,"Barista","Kaushambi",10,"EDM Mall",324,"Cafe,Beverages","> 250 & <= 500","28.6419258,77.31429739999999","4",3
"43.3230",23584,"Lets Dim Sum","Kaushambi",25,"EDM Mall",324,"Chinese,Italian","<= 250","28.641266,77.31674900000007","4",3
"43.3994",27379,"Subway","Kaushambi",70,"Mahagun Mall",324,"American,Healthy Food","> 250 & <= 500","28.644757,77.335643","4",3
"43.4226",28522,"Karim's","Kaushambi",40,"Kaushambi",324,"North Indian,Mughlai","> 2500","28.6412892,77.31687199999999","4",3
"14.822",10923,"Chill on Ice","Kaushambi",19,"Karkardooma Community Centre",324,"North Indian,Chinese","<= 250","28.648193,77.302952","1",4
"14.926",11446,"Zaika","Kaushambi",25,"Karkardooma Community Centre",324,"North Indian,Chinese,Mughlai","> 2500","28.648619,77.302952","1",4
"14.927",11447,"Godaam By Zaika Restaurant","Kaushambi",9,"Karkardooma Community Centre",324,"North Indian,Chinese,Mughlai","> 2500","28.648619,77.302952","1",4
"14.1326",13881,"Palomino","Kaushambi",16,"Jagriti Enclave",324,"North Indian,Chinese","<= 250","28.652807,77.30793799999992","1",4
"14.1378",14392,"Chinese Kitchen","Kaushambi",292,"Parmesh Tower",324,"North Indian,Chinese","> 250 & <= 500","28.648403,77.303322","1",4
"14.1444",14847,"Kabab Hut","Kaushambi",79,"Ashish Corporate Tower",324,"North Indian,Chinese,Mughlai","> 250 & <= 500","28.648297823197684,77.30285505522534","1",4
"14.1671",16259,"Chicago Pizza","Kaushambi",371,"United Plaza",324,"Italian","> 250 & <= 500","28.648758,77.30278799999996","1",4
"14.1958",18217,"Spice Grill","Kaushambi",7,"Jagriti Enclave",324,"North Indian,Chinese,Continental","> 2500","28.652231,77.30692299999998","1",4
"14.2668",21114,"Nazeer Foods","Kaushambi",381,"Karkardooma",324,"Mughlai","> 2500","28.65152296622606,77.3054551865082","1",4
"24.829",10953,"Dieto Cafe","Kaushambi",228,"Karkardooma Metro",324,"Healthy Food","> 2500","28.646536,77.30222200000003","2",4
"24.830",10954,"Raju Da Chaska","Kaushambi",51,"Karkardooma Community Centre",324,"North Indian","> 250 & <= 500","28.648189,77.30257800000004","2",4
"24.959",11628,"Goosebumps","Kaushambi",297,"Dayanand Vihar",324,"Desserts,Ice Cream","> 250 & <= 500","28.646675895572276,77.30183112631994","2",4
"24.1277",13369,"Take Away Food Express","Kaushambi",81,"Karkardooma Community Centre",324,"North Indian,Chinese,South Indian","> 250 & <= 500","28.648067,77.30229899999995","2",4
"24.1327",13882,"Rumours","Kaushambi",31,"Hargobind Enclave",324,"North Indian,Chinese,Italian","> 2500","28.647255,77.302551","2",4
"24.1916",17968,"Spice N Ice","Kaushambi",2,"Jagriti Enclave",324,"Chinese,Continental,Indian","> 2500","28.648131,77.30255199999999","2",4
"34.1948",18189,"TiffinKaku","Kaushambi",4,"Vaishali",324,"Bengali","> 250 & <= 500","28.6442748,77.343704","3",4
"34.1950",18191,"Guliyano - The Bakery Cafe","Kaushambi",3,"Vaishali",324,"Bakery","<= 250","28.6362451,77.33592640000006","3",4
"34.1982",18253,"Kalinga","Kaushambi",25,"Pushpanjali Hospital",324,"North Indian,Mughlai","> 250 & <= 500","28.63599,77.33436499999993","3",4
"34.2671",21117,"Nazeer Foods","Kaushambi",136,"Vaishali",324,"Mughlai","> 2500","28.64460829002476,77.33878379294822","3",4
"34.3117",23009,"Goli Vada Pav","Kaushambi",116,"Near Shopprix mall",324,"Street Food","<= 250","28.6430375561008,77.34032886306","3",4
"34.3493",24821,"Green Mint Foods","Kaushambi",5,"Abhay khand",324,"North Indian,Chinese","> 250 & <= 500","28.633785,77.340728","3",4
"34.3508",24838,"Subway","Kaushambi",133,"Vaishali",324,"American","> 250 & <= 500","28.640263,77.342986","3",4
"44.935",11507,"Moon Bite","Kaushambi",33,"Near Preet Vihar Metro Station",324,"North Indian,Chinese","> 250 & <= 500","28.623865127563477,77.31966400146484","4",4
"44.1951",18192,"Maini's Green Leaf","Kaushambi",36,"Kaushambi Metor Station",324,"North Indian,Chinese,Italian","> 2500","28.6455788,77.32432100000005","4",4
"44.2129",18930,"Mr. Brown","Kaushambi",95,"Kaushambi",324,"Bakery","<= 250","28.6454612,77.32448099999999","4",4
"44.2690",21267,"Barista","Kaushambi",6,"Yashoda Hospital",324,"Cafe,Beverages","> 250 & <= 500","28.6451306,77.32615469999996","4",4
"44.2701",21286,"Barista","Kaushambi",7,"Pacific Mall",324,"Cafe,Beverages","> 250 & <= 500","28.6464418,77.31778770000005","4",4
"44.2707",21292,"Barista","Kaushambi",2,"Mahagun Metro Mall",324,"Cafe,Beverages","> 250 & <= 500","28.6447424,77.3334655","4",4
"44.2795",21553,"Saanjhi Rasoi","Kaushambi",43,"Bansal Chambers",324,"Chinese,Indian","> 250 & <= 500","28.64386,77.32615699999997","4",4
"44.3994",27379,"Subway","Kaushambi",70,"Mahagun Mall",324,"American,Healthy Food","> 250 & <= 500","28.644757,77.335643","4",4
"44.4256",28680,"Cafe Shine","Kaushambi",8,"wave mall",324,"North Indian,Italian","<= 250","28.6439029,77.32617490000007","4",4
"11.1347",14105,"Flavours of Biryani","Kirti Nagar",49,"Max Supermart, Ramesh Nagar",232,"Mughlai","> 250 & <= 500","28.64546,77.13315","1",1
"11.2268",19441,"Wrapss","Kirti Nagar",228,"Naraina",232,"Chinese,Indian","<= 250","28.642936,77.14510500000006","1",1
"11.3109",22928,"Punjabi Chaap Corner","Kirti Nagar",63,"Ramesh Nagar",232,"North Indian","> 250 & <= 500","28.649771,77.132332","1",1
"11.3329",24180,"Domino's Pizza","Kirti Nagar",140,"Tagore Market",232,"Pizzas","> 2500","28.6546527000,77.1374776000","1",1
"11.3584",25325,"BTW","Kirti Nagar",546,"Tagore Market",232,"Indian,Street Food","<= 250","28.654365,77.13691700000004","1",1
"11.3784",26271,"Roshan's Bengali Sweets","Kirti Nagar",72,"Kirti Nagar",232,"Street Food","<= 250","28.652415,77.13121769999998","1",1
"11.3896",26800,"Cafe Coffee Day","Kirti Nagar",38,"KIRTI NAGAR",232,"Fast Food,Cafe","> 250 & <= 500","28.6523,77.13054999999997","1",1
"11.3910",27041,"CL Snacks","Kirti Nagar",18,"Moti Nagar",232,"Snacks","<= 250","28.656828,77.13976000000002","1",1
"11.4205",28442,"Giani's","Kirti Nagar",83,"Shakti Park",232,"Desserts","<= 250","28.64966,77.133873","1",1
"21.1067",12088,"Chin 10","Kirti Nagar",210,"Moti Nagar",232,"Chinese,Indian","> 250 & <= 500","28.664319,77.14390300000002","2",1
"21.1370",14381,"Chicago Pizza","Kirti Nagar",61,"Moments Mall",232,"Fast Food,Pizzas","> 250 & <= 500","28.657475,77.14709199999993","2",1
"21.1531",15434,"Kebab Xpress","Kirti Nagar",110,"Moments Mall",232,"North Indian,Biryani,Mughlai,Hyderabadi,Indian,Snacks","> 2500","28.657466,77.14710200000002","2",1
"21.1592",15679,"Wow! Momo","Kirti Nagar",54,"Moments Mall",232,"Tibetan","> 250 & <= 500","28.657468,77.14710000000002","2",1
"21.1617",15881,"Berco's Express","Kirti Nagar",58,"Kirti Nagar",232,"Chinese,Thai","> 2500","28.657485,77.14710200000002","2",1
"21.2349",19985,"Dunkin Donuts","Kirti Nagar",115,"Moments Mall",232,"Desserts,Fast Food,Cafe","> 2500","28.657494,77.14706999999999","2",1
"21.3850",26703,"Shudh Vaishno Hotel","Kirti Nagar",196,"New Moti Nagar",232,"Indian","> 250 & <= 500","28.662151,77.14648799999998","2",1
"21.3982",27331,"Giani's","Kirti Nagar",198,"Karam Pura",232,"Desserts","<= 250","28.662912,77.14653199999998","2",1
"21.3991",27376,"Melto","Kirti Nagar",45,"Moti Nagar",232,"Desserts,Italian","<= 250","28.6643053,77.1438729","2",1
"31.1047",12034,"Cl Corner","Kirti Nagar",468,"Moti Nagar",232,"Indian,Snacks","<= 250","28.656686,77.14015399999994","3",1
"31.1050",12038,"Subway","Kirti Nagar",206,"Moments Mall",232,"Fast Food","> 250 & <= 500","28.657182094014146,77.14634652264976","3",1
"31.1062",12077,"Sai Rasoi","Kirti Nagar",88,"Moti Nagar",232,"Indian","<= 250","28.664844,77.13707099999999","3",1
"31.1066",12087,"Chinese Food Corner","Kirti Nagar",121,"Moti Nagar",232,"Chinese,Indian","> 250 & <= 500","28.659216,77.139817","3",1
"31.1074",12108,"Giani","Kirti Nagar",63,"Natraj Road",232,"Ice Cream,Snacks","> 250 & <= 500","28.656753,77.140489","3",1
"31.1160",12704,"Kati Roll Cottage","Kirti Nagar",507,"C Block Moti Nagar",232,"Fast Food","<= 250","28.659673078220784,77.14084087731555","3",1
"31.1182",12748,"Burger Bros","Kirti Nagar",63,"Sabji Mandi Moti Nagar",232,"American","<= 250","28.658393,77.14227299999993","3",1
"31.2464",20327,"Pindiwala","Kirti Nagar",35,"Moti Nagar Metro Station",232,"North Indian","> 250 & <= 500","28.658028,77.14309700000001","3",1
"31.2489",20428,"QD's Restaurant","Kirti Nagar",177,"Moments Mall",232,"Chinese,Indian","> 250 & <= 500","28.657017884137595,77.14616573610692","3",1
"41.1181",12747,"Cabanas Kebab and Kurrys","Kirti Nagar",32,"Kirti Nagar",232,"North Indian,Mughlai","> 250 & <= 500","28.653322,77.14687300000003","4",1
"41.1355",14127,"Keventers","Kirti Nagar",111,"Moments Mall",232,"Beverages","> 250 & <= 500","28.6573905,77.1464373","4",1
"41.1715",16607,"Bikano's Chat Cafe","Kirti Nagar",41,"Moments Mall",232,"Fast Food,Street Food","> 250 & <= 500","28.657456,77.14710200000002","4",1
"41.2042",18505,"Yo! China","Kirti Nagar",35,"Moments mall",232,"Chinese","> 250 & <= 500","28.657379,77.14701100000002","4",1
"41.2576",20780,"Chaayos","Kirti Nagar",45,"Patel Road",232,"Italian,Cafe,Indian","<= 250","28.657081,77.14677499999993","4",1
"41.3383",24241,"Burger Singh","Kirti Nagar",541,"Moments Mall",232,"Fast Food","> 250 & <= 500","28.657084,77.14667299999996","4",1
"41.3718",25947,"Nirula's Ice Cream","Kirti Nagar",33,"Kirti Nagar Metro Station",232,"Desserts","<= 250","28.656279,77.14995899999997","4",1
"51.1049",12036,"Yakooz Food Express","Kirti Nagar",600,"Tilak Nagar",232,"Chinese,Mughlai,Indian","> 250 & <= 500","28.648572109144833,77.13092196693424","5",1
"51.1065",12086,"Malhotra's Zayeeka","Kirti Nagar",324,"Moti Nagar",232,"Chinese,Indian","> 250 & <= 500","28.657414,77.13910299999998","5",1
"51.1185",12752,"Pahariya Chicken Corner","Kirti Nagar",229,"Tilak Market Ramesh Nagar",232,"Indian","> 250 & <= 500","28.648563294490803,77.12997171891016","5",1
"51.1917",17969,"Flirty Momos","Kirti Nagar",143,"Kirti nagar",232,"Chinese","<= 250","28.648865,77.13077499999997","5",1
"51.2657",21102,"Chicken Changezi Point","Kirti Nagar",69,"Kirti nagar",232,"North Indian,Mughlai","<= 250","28.648876,77.13074499999993","5",1
"51.3096",22914,"Bangla Sweets","Kirti Nagar",527,"Kirti Nagar",232,"North Indian,Chinese,Continental,South Indian","> 250 & <= 500","28.655139162631468,77.13832361111452","5",1
"51.3318",24168,"Domino's Pizza","Kirti Nagar",12,"Najafgarh",232,"Pizzas","> 2500","28.6062295714,76.9861813635","5",1
"51.3902",27030,"South Indian Hut","Kirti Nagar",347,"Tilak Nagar",232,"South Indian","> 250 & <= 500","28.648873,77.13083200000005","5",1
"51.4135",28038,"Bahl's Punjabi Chicken","Kirti Nagar",6,"Ramesh Nagar",232,"Fast Food","<= 250","28.6490890,77.1307830","5",1
"12.1064",12079,"Namdhari Ice Cream and Bakers","Kirti Nagar",18,"Ramesh Nagar",232,"Fast Food,Bakery","<= 250","28.652301,77.13005900000007","1",2
"12.1332",13890,"Momos Corner","Kirti Nagar",46,"Ramesh Nagar",232,"Chinese","<= 250","28.650357,77.136842","1",2
"12.2268",19441,"Wrapss","Kirti Nagar",228,"Naraina",232,"Chinese,Indian","<= 250","28.642936,77.14510500000006","1",2
"12.2390",20052,"Chinese Dragon","Kirti Nagar",41,"Kirti Nagar",232,"Chinese","> 250 & <= 500","28.656105,77.14074700000003","1",2
"12.2662",21108,"Spice of Punjab","Kirti Nagar",26,"Mansarovat Garden",232,"North Indian,Chinese","> 250 & <= 500","28.646284,77.13169900000003","1",2
"12.3329",24180,"Domino's Pizza","Kirti Nagar",140,"Tagore Market",232,"Pizzas","> 2500","28.6546527000,77.1374776000","1",2
"12.3584",25325,"BTW","Kirti Nagar",546,"Tagore Market",232,"Indian,Street Food","<= 250","28.654365,77.13691700000004","1",2
"12.3921",27053,"Resunga Food Corner","Kirti Nagar",8,"Tilak Market",232,"Chinese,Mughlai","> 2500","28.649446,77.131706","1",2
"12.3983",27332,"Flavours From Heaven","Kirti Nagar",7,"Laxmi Garden",232,"North Indian,Chinese","> 2500","28.6543651,77.1358311","1",2
"22.1531",15434,"Kebab Xpress","Kirti Nagar",110,"Moments Mall",232,"North Indian,Biryani,Mughlai,Hyderabadi,Indian,Snacks","> 2500","28.657466,77.14710200000002","2",2
"22.2107",18879,"Dimsum Vs Sushi","Kirti Nagar",23,"Bhagwan Das Nagar",232,"Chinese,Thai,Japanese","> 250 & <= 500","28.669845,77.14817900000003","2",2
"22.2438",20289,"Cocoberry","Kirti Nagar",49,"Moments Mall",232,"Desserts","> 250 & <= 500","28.65852,77.14710200000002","2",2
"22.2537",20606,"Green Co","Kirti Nagar",0,"moti nagar",232,"Indian","<= 250","28.660108,77.15005700000006","2",2
"22.3850",26703,"Shudh Vaishno Hotel","Kirti Nagar",196,"New Moti Nagar",232,"Indian","> 250 & <= 500","28.662151,77.14648799999998","2",2
"22.3897",26801,"Cafe Coffee Day","Kirti Nagar",22,"MOTI NAGAR",232,"Fast Food,Cafe","> 250 & <= 500","28.66098,77.14859000000001","2",2
"22.3917",27049,"Shammy's Pizza","Kirti Nagar",37,"Moti Nagar",232,"Italian,Fast Food","> 250 & <= 500","28.665361,77.14277300000003","2",2
"22.3982",27331,"Giani's","Kirti Nagar",198,"Karam Pura",232,"Desserts","<= 250","28.662912,77.14653199999998","2",2
"22.3992",27377,"Chop Shop","Kirti Nagar",2,"Karampura",232,"Chinese,Fast Food","> 250 & <= 500","28.662119,77.14615100000003","2",2
"32.1047",12034,"Cl Corner","Kirti Nagar",468,"Moti Nagar",232,"Indian,Snacks","<= 250","28.656686,77.14015399999994","3",2
"32.1063",12078,"Kapoor's Sanjha Chulha","Kirti Nagar",12,"Moti Nagar",232,"North Indian,Chinese","> 250 & <= 500","28.661528,77.13716099999999","3",2
"32.1075",12113,"Snaxpress Tastes & Cakes","Kirti Nagar",37,"Moti nagar",232,"Desserts,Snacks","<= 250","28.658784,77.14163299999996","3",2
"32.1160",12704,"Kati Roll Cottage","Kirti Nagar",507,"C Block Moti Nagar",232,"Fast Food","<= 250","28.659673078220784,77.14084087731555","3",2
"32.1182",12748,"Burger Bros","Kirti Nagar",63,"Sabji Mandi Moti Nagar",232,"American","<= 250","28.658393,77.14227299999993","3",2
"32.1183",12749,"Indo Chinese Adda","Kirti Nagar",32,"8 Block Moti Nagar",232,"Chinese","> 250 & <= 500","28.659236,77.13966299999993","3",2
"32.1184",12750,"Veggie Adda","Kirti Nagar",42,"8 Block Moti Nagar",232,"Indian","> 250 & <= 500","28.659236,77.13966299999993","3",2
"32.1373",14386,"Punjabi Joint","Kirti Nagar",54,"40 DLF Industrial Area",232,"Chinese,Indian","> 250 & <= 500","28.655485,77.14225599999997","3",2
"32.2705",21290,"Barista","Kirti Nagar",9,"Moments Mall",232,"Cafe,Beverages","> 250 & <= 500","28.6574705,77.14491380000004","3",2
"42.1054",12044,"Basil Tree","Kirti Nagar",11,"Moments Mall",232,"Chinese,Mughlai,Indian","> 2500","28.657002,77.14673500000004","4",2
"42.1355",14127,"Keventers","Kirti Nagar",111,"Moments Mall",232,"Beverages","> 250 & <= 500","28.6573905,77.1464373","4",2
"42.2466",20335,"Let's Meet Up","Kirti Nagar",29,"Kirti Nagar",232,"Chinese,South Indian,Fast Food","> 250 & <= 500","28.653322,77.14687300000003","4",2
"42.2576",20780,"Chaayos","Kirti Nagar",45,"Patel Road",232,"Italian,Cafe,Indian","<= 250","28.657081,77.14677499999993","4",2
"42.3383",24241,"Burger Singh","Kirti Nagar",541,"Moments Mall",232,"Fast Food","> 250 & <= 500","28.657084,77.14667299999996","4",2
"42.3410",24276,"Paranthas 21","Kirti Nagar",33,"Kirti nagar",232,"North Indian","> 250 & <= 500","28.6569618,77.14626939999994","4",2
"42.4212",28449,"Baskin Robbins","Kirti Nagar",30,"Kirti Nagar",232,"Desserts","> 250 & <= 500","28.6569524,77.1466016","4",2
"52.1049",12036,"Yakooz Food Express","Kirti Nagar",600,"Tilak Nagar",232,"Chinese,Mughlai,Indian","> 250 & <= 500","28.648572109144833,77.13092196693424","5",2
"52.1051",12039,"Lavish","Kirti Nagar",4,"Tilak Nagar",232,"Beverages","<= 250","28.648509,77.13065699999993","5",2
"52.1053",12042,"Chicken Chilli Corner","Kirti Nagar",52,"Ramesh Nagar",232,"Chinese,Mughlai,Indian","> 250 & <= 500","28.649057,77.13052500000003","5",2
"52.1065",12086,"Malhotra's Zayeeka","Kirti Nagar",324,"Moti Nagar",232,"Chinese,Indian","> 250 & <= 500","28.657414,77.13910299999998","5",2
"52.3096",22914,"Bangla Sweets","Kirti Nagar",527,"Kirti Nagar",232,"North Indian,Chinese,Continental,South Indian","> 250 & <= 500","28.655139162631468,77.13832361111452","5",2
"52.3555",25168,"Sahni Fish Corner","Kirti Nagar",20,"Ramesh Nagar",232,"North Indian","> 250 & <= 500","28.650663,77.12609299999997","5",2
"52.3564",25179,"Punjab E Tadka","Kirti Nagar",34,"Bali Nagar",232,"North Indian,Chinese","> 2500","28.652351,77.12930299999994","5",2
"52.3900",27028,"Le Swaadik","Kirti Nagar",102,"Ramesh Nagar",232,"Chinese,Mughlai,Indian","> 250 & <= 500","28.649039,77.131393","5",2
"52.3984",27333,"Karan's Vaishno Dhaba","Kirti Nagar",36,"Ramesh Nagar",232,"North Indian","<= 250","28.6490519,77.1311324","5",2
"13.1347",14105,"Flavours of Biryani","Kirti Nagar",49,"Max Supermart, Ramesh Nagar",232,"Mughlai","> 250 & <= 500","28.64546,77.13315","1",3
"13.2268",19441,"Wrapss","Kirti Nagar",228,"Naraina",232,"Chinese,Indian","<= 250","28.642936,77.14510500000006","1",3
"13.3109",22928,"Punjabi Chaap Corner","Kirti Nagar",63,"Ramesh Nagar",232,"North Indian","> 250 & <= 500","28.649771,77.132332","1",3
"13.3329",24180,"Domino's Pizza","Kirti Nagar",140,"Tagore Market",232,"Pizzas","> 2500","28.6546527000,77.1374776000","1",3
"13.3584",25325,"BTW","Kirti Nagar",546,"Tagore Market",232,"Indian,Street Food","<= 250","28.654365,77.13691700000004","1",3
"13.3784",26271,"Roshan's Bengali Sweets","Kirti Nagar",72,"Kirti Nagar",232,"Street Food","<= 250","28.652415,77.13121769999998","1",3
"13.3896",26800,"Cafe Coffee Day","Kirti Nagar",38,"KIRTI NAGAR",232,"Fast Food,Cafe","> 250 & <= 500","28.6523,77.13054999999997","1",3
"13.4044",27640,"Delhi 15","Kirti Nagar",10,"Kirti Nagar - Delhi",232,"North Indian,Chinese,Mughlai","> 2500","28.655501,77.140828","1",3
"13.4205",28442,"Giani's","Kirti Nagar",83,"Shakti Park",232,"Desserts","<= 250","28.64966,77.133873","1",3
"23.1067",12088,"Chin 10","Kirti Nagar",210,"Moti Nagar",232,"Chinese,Indian","> 250 & <= 500","28.664319,77.14390300000002","2",3
"23.1370",14381,"Chicago Pizza","Kirti Nagar",61,"Moments Mall",232,"Fast Food,Pizzas","> 250 & <= 500","28.657475,77.14709199999993","2",3
"23.1592",15679,"Wow! Momo","Kirti Nagar",54,"Moments Mall",232,"Tibetan","> 250 & <= 500","28.657468,77.14710000000002","2",3
"23.1617",15881,"Berco's Express","Kirti Nagar",58,"Kirti Nagar",232,"Chinese,Thai","> 2500","28.657485,77.14710200000002","2",3
"23.2349",19985,"Dunkin Donuts","Kirti Nagar",115,"Moments Mall",232,"Desserts,Fast Food,Cafe","> 2500","28.657494,77.14706999999999","2",3
"23.3850",26703,"Shudh Vaishno Hotel","Kirti Nagar",196,"New Moti Nagar",232,"Indian","> 250 & <= 500","28.662151,77.14648799999998","2",3
"23.3917",27049,"Shammy's Pizza","Kirti Nagar",37,"Moti Nagar",232,"Italian,Fast Food","> 250 & <= 500","28.665361,77.14277300000003","2",3
"23.3982",27331,"Giani's","Kirti Nagar",198,"Karam Pura",232,"Desserts","<= 250","28.662912,77.14653199999998","2",3
"23.3991",27376,"Melto","Kirti Nagar",45,"Moti Nagar",232,"Desserts,Italian","<= 250","28.6643053,77.1438729","2",3
"33.1047",12034,"Cl Corner","Kirti Nagar",468,"Moti Nagar",232,"Indian,Snacks","<= 250","28.656686,77.14015399999994","3",3
"33.1050",12038,"Subway","Kirti Nagar",206,"Moments Mall",232,"Fast Food","> 250 & <= 500","28.657182094014146,77.14634652264976","3",3
"33.1062",12077,"Sai Rasoi","Kirti Nagar",88,"Moti Nagar",232,"Indian","<= 250","28.664844,77.13707099999999","3",3
"33.1066",12087,"Chinese Food Corner","Kirti Nagar",121,"Moti Nagar",232,"Chinese,Indian","> 250 & <= 500","28.659216,77.139817","3",3
"33.1074",12108,"Giani","Kirti Nagar",63,"Natraj Road",232,"Ice Cream,Snacks","> 250 & <= 500","28.656753,77.140489","3",3
"33.1075",12113,"Snaxpress Tastes & Cakes","Kirti Nagar",37,"Moti nagar",232,"Desserts,Snacks","<= 250","28.658784,77.14163299999996","3",3
"33.1160",12704,"Kati Roll Cottage","Kirti Nagar",507,"C Block Moti Nagar",232,"Fast Food","<= 250","28.659673078220784,77.14084087731555","3",3
"33.2464",20327,"Pindiwala","Kirti Nagar",35,"Moti Nagar Metro Station",232,"North Indian","> 250 & <= 500","28.658028,77.14309700000001","3",3
"33.2489",20428,"QD's Restaurant","Kirti Nagar",177,"Moments Mall",232,"Chinese,Indian","> 250 & <= 500","28.657017884137595,77.14616573610692","3",3
"43.1052",12040,"Indian Bites","Kirti Nagar",70,"Kirti Nagar Metro Station",232,"Fast Food,Indian","> 250 & <= 500","28.656279,77.14995899999997","4",3
"43.1181",12747,"Cabanas Kebab and Kurrys","Kirti Nagar",32,"Kirti Nagar",232,"North Indian,Mughlai","> 250 & <= 500","28.653322,77.14687300000003","4",3
"43.1355",14127,"Keventers","Kirti Nagar",111,"Moments Mall",232,"Beverages","> 250 & <= 500","28.6573905,77.1464373","4",3
"43.2042",18505,"Yo! China","Kirti Nagar",35,"Moments mall",232,"Chinese","> 250 & <= 500","28.657379,77.14701100000002","4",3
"43.2576",20780,"Chaayos","Kirti Nagar",45,"Patel Road",232,"Italian,Cafe,Indian","<= 250","28.657081,77.14677499999993","4",3
"43.3383",24241,"Burger Singh","Kirti Nagar",541,"Moments Mall",232,"Fast Food","> 250 & <= 500","28.657084,77.14667299999996","4",3
"43.3718",25947,"Nirula's Ice Cream","Kirti Nagar",33,"Kirti Nagar Metro Station",232,"Desserts","<= 250","28.656279,77.14995899999997","4",3
"53.1049",12036,"Yakooz Food Express","Kirti Nagar",600,"Tilak Nagar",232,"Chinese,Mughlai,Indian","> 250 & <= 500","28.648572109144833,77.13092196693424","5",3
"53.1185",12752,"Pahariya Chicken Corner","Kirti Nagar",229,"Tilak Market Ramesh Nagar",232,"Indian","> 250 & <= 500","28.648563294490803,77.12997171891016","5",3
"53.1917",17969,"Flirty Momos","Kirti Nagar",143,"Kirti nagar",232,"Chinese","<= 250","28.648865,77.13077499999997","5",3
"53.2657",21102,"Chicken Changezi Point","Kirti Nagar",69,"Kirti nagar",232,"North Indian,Mughlai","<= 250","28.648876,77.13074499999993","5",3
"53.3096",22914,"Bangla Sweets","Kirti Nagar",527,"Kirti Nagar",232,"North Indian,Chinese,Continental,South Indian","> 250 & <= 500","28.655139162631468,77.13832361111452","5",3
"53.3318",24168,"Domino's Pizza","Kirti Nagar",12,"Najafgarh",232,"Pizzas","> 2500","28.6062295714,76.9861813635","5",3
"53.3564",25179,"Punjab E Tadka","Kirti Nagar",34,"Bali Nagar",232,"North Indian,Chinese","> 2500","28.652351,77.12930299999994","5",3
"53.3902",27030,"South Indian Hut","Kirti Nagar",347,"Tilak Nagar",232,"South Indian","> 250 & <= 500","28.648873,77.13083200000005","5",3
"53.4135",28038,"Bahl's Punjabi Chicken","Kirti Nagar",6,"Ramesh Nagar",232,"Fast Food","<= 250","28.6490890,77.1307830","5",3
"14.1064",12079,"Namdhari Ice Cream and Bakers","Kirti Nagar",18,"Ramesh Nagar",232,"Fast Food,Bakery","<= 250","28.652301,77.13005900000007","1",4
"14.2268",19441,"Wrapss","Kirti Nagar",228,"Naraina",232,"Chinese,Indian","<= 250","28.642936,77.14510500000006","1",4
"14.2390",20052,"Chinese Dragon","Kirti Nagar",41,"Kirti Nagar",232,"Chinese","> 250 & <= 500","28.656105,77.14074700000003","1",4
"14.2662",21108,"Spice of Punjab","Kirti Nagar",26,"Mansarovat Garden",232,"North Indian,Chinese","> 250 & <= 500","28.646284,77.13169900000003","1",4
"14.3329",24180,"Domino's Pizza","Kirti Nagar",140,"Tagore Market",232,"Pizzas","> 2500","28.6546527000,77.1374776000","1",4
"14.3584",25325,"BTW","Kirti Nagar",546,"Tagore Market",232,"Indian,Street Food","<= 250","28.654365,77.13691700000004","1",4
"14.3910",27041,"CL Snacks","Kirti Nagar",18,"Moti Nagar",232,"Snacks","<= 250","28.656828,77.13976000000002","1",4
